,city,customer_name,On Time,In Full,On Time In Full
47914,Vadodara,Propel Mart,1,1,1
47915,Surat,Propel Mart,0,1,0
47916,Ahmedabad,Vijay Stores,1,1,1
47917,Ahmedabad,Vijay Stores,0,1,0
47918,Surat,Expression Stores,1,0,0
47919,Ahmedabad,Propel Mart,1,0,0
47920,Ahmedabad,Elite Mart,1,1,1
47921,Ahmedabad,Coolblue,1,1,1
47922,Surat,Viveks Stores,0,1,0
47923,Ahmedabad,Vijay Stores,0,1,0
47924,Ahmedabad,Vijay Stores,1,1,1
47925,Ahmedabad,Vijay Stores,1,0,0
47926,Vadodara,Viveks Stores,1,1,1
47927,Vadodara,Viveks Stores,1,0,0
47928,Surat,Chiptec Stores,1,1,1
47929,Surat,Chiptec Stores,1,0,0
47930,Vadodara,Elite Mart,1,0,0
47931,Vadodara,Rel Fresh,1,1,1
47932,Surat,Expression Stores,0,0,0
47933,Vadodara,Acclaimed Stores,0,1,0
47934,Vadodara,Acclaimed Stores,1,1,1
47935,Ahmedabad,Logic Stores,1,1,1
47936,Vadodara,Lotus Mart,0,1,0
47937,Vadodara,Coolblue,0,0,0
47938,Surat,Propel Mart,1,1,1
47939,Surat,Logic Stores,1,0,0
47940,Ahmedabad,Lotus Mart,0,0,0
47941,Ahmedabad,Acclaimed Stores,1,0,0
47942,Surat,Atlas Stores,1,0,0
47943,Ahmedabad,Chiptec Stores,1,0,0
47944,Ahmedabad,Atlas Stores,1,0,0
47945,Surat,Viveks Stores,1,1,1
47946,Surat,Viveks Stores,1,0,0
47947,Surat,Chiptec Stores,1,1,1
47948,Surat,Lotus Mart,0,1,0
47949,Vadodara,Expert Mart,0,0,0
47950,Ahmedabad,Propel Mart,1,1,1
47951,Ahmedabad,Lotus Mart,0,1,0
47952,Ahmedabad,Lotus Mart,0,0,0
47953,Vadodara,Elite Mart,1,0,0
47954,Vadodara,Rel Fresh,1,1,1
47955,Ahmedabad,Rel Fresh,1,1,1
47956,Ahmedabad,Rel Fresh,1,1,1
47957,Ahmedabad,Logic Stores,1,0,0
47958,Ahmedabad,Expert Mart,1,0,0
47959,Ahmedabad,Sorefoz Mart,1,1,1
47960,Vadodara,Coolblue,0,1,0
47961,Ahmedabad,Elite Mart,1,0,0
47962,Surat,Chiptec Stores,1,1,1
47963,Vadodara,Propel Mart,0,0,0
47964,Surat,Expression Stores,1,1,1
47965,Surat,Expression Stores,1,0,0
47966,Vadodara,Vijay Stores,1,0,0
47967,Ahmedabad,Logic Stores,0,1,0
47968,Surat,Vijay Stores,1,1,1
47969,Surat,Vijay Stores,1,0,0
47970,Surat,Atlas Stores,1,0,0
47971,Surat,Rel Fresh,0,0,0
47972,Surat,Logic Stores,1,1,1
47973,Ahmedabad,Expert Mart,1,0,0
47974,Ahmedabad,Coolblue,1,1,1
47975,Ahmedabad,Coolblue,0,0,0
47976,Ahmedabad,Logic Stores,1,1,1
47977,Ahmedabad,Logic Stores,0,1,0
47978,Ahmedabad,Chiptec Stores,1,1,1
47979,Vadodara,Acclaimed Stores,0,1,0
47980,Ahmedabad,Sorefoz Mart,0,1,0
47981,Ahmedabad,Atlas Stores,1,1,1
47982,Vadodara,Viveks Stores,1,1,1
47983,Vadodara,Viveks Stores,1,1,1
47984,Vadodara,Propel Mart,0,1,0
47985,Surat,Atlas Stores,1,1,1
47986,Ahmedabad,Expert Mart,1,0,0
47987,Surat,Lotus Mart,0,1,0
47988,Surat,Vijay Stores,1,1,1
47989,Surat,Propel Mart,1,0,0
47990,Ahmedabad,Acclaimed Stores,0,1,0
47991,Ahmedabad,Logic Stores,0,1,0
47992,Surat,Lotus Mart,0,1,0
47993,Vadodara,Info Stores,1,0,0
47994,Vadodara,Propel Mart,1,0,0
47995,Vadodara,Expression Stores,1,1,1
47996,Surat,Viveks Stores,1,0,0
47997,Surat,Viveks Stores,1,1,1
47998,Vadodara,Expert Mart,1,1,1
47999,Vadodara,Elite Mart,1,0,0
48000,Ahmedabad,Expert Mart,1,1,1
48001,Ahmedabad,Expert Mart,1,1,1
48002,Ahmedabad,Expert Mart,1,1,1
48003,Surat,Acclaimed Stores,0,0,0
48004,Ahmedabad,Vijay Stores,1,0,0
48005,Vadodara,Expert Mart,1,1,1
48006,Surat,Chiptec Stores,1,1,1
48007,Ahmedabad,Chiptec Stores,1,0,0
48008,Ahmedabad,Chiptec Stores,1,0,0
48009,Surat,Viveks Stores,0,1,0
48010,Ahmedabad,Atlas Stores,1,0,0
48011,Ahmedabad,Atlas Stores,0,1,0
48012,Ahmedabad,Elite Mart,1,1,1
48013,Ahmedabad,Elite Mart,1,1,1
48014,Vadodara,Expression Stores,1,0,0
48015,Vadodara,Expression Stores,1,1,1
48016,Surat,Logic Stores,1,1,1
48017,Surat,Propel Mart,1,0,0
48018,Vadodara,Rel Fresh,1,1,1
48019,Vadodara,Acclaimed Stores,0,1,0
48020,Ahmedabad,Coolblue,1,1,1
48021,Vadodara,Elite Mart,1,1,1
48022,Vadodara,Viveks Stores,1,1,1
48023,Ahmedabad,Propel Mart,1,0,0
48024,Vadodara,Lotus Mart,0,0,0
48025,Vadodara,Lotus Mart,0,0,0
48026,Surat,Expression Stores,1,0,0
48027,Surat,Expression Stores,1,1,1
48028,Ahmedabad,Logic Stores,0,0,0
48029,Surat,Chiptec Stores,1,0,0
48030,Vadodara,Coolblue,0,1,0
48031,Ahmedabad,Lotus Mart,1,0,0
48032,Ahmedabad,Lotus Mart,0,1,0
48033,Surat,Logic Stores,1,0,0
48034,Vadodara,Vijay Stores,1,0,0
48035,Ahmedabad,Coolblue,0,1,0
48036,Surat,Rel Fresh,1,1,1
48037,Vadodara,Viveks Stores,1,1,1
48038,Ahmedabad,Rel Fresh,1,1,1
48039,Ahmedabad,Expert Mart,1,0,0
48040,Vadodara,Elite Mart,1,1,1
48041,Surat,Acclaimed Stores,0,0,0
48042,Vadodara,Expert Mart,1,1,1
48043,Vadodara,Expert Mart,1,1,1
48044,Vadodara,Expression Stores,1,1,1
48045,Vadodara,Expression Stores,1,1,1
48046,Vadodara,Propel Mart,1,1,1
48047,Vadodara,Lotus Mart,0,1,0
48048,Surat,Propel Mart,1,1,1
48049,Surat,Propel Mart,1,1,1
48050,Vadodara,Propel Mart,1,1,1
48051,Surat,Info Stores,1,0,0
48052,Ahmedabad,Propel Mart,0,1,0
48053,Ahmedabad,Atlas Stores,1,1,1
48054,Surat,Acclaimed Stores,0,0,0
48055,Ahmedabad,Coolblue,0,0,0
48056,Vadodara,Acclaimed Stores,0,1,0
48057,Vadodara,Acclaimed Stores,1,1,1
48058,Ahmedabad,Chiptec Stores,0,1,0
48059,Vadodara,Sorefoz Mart,0,1,0
48060,Surat,Rel Fresh,1,1,1
48061,Vadodara,Coolblue,0,0,0
48062,Ahmedabad,Expert Mart,1,0,0
48063,Ahmedabad,Vijay Stores,1,1,1
48064,Surat,Atlas Stores,1,1,1
48065,Vadodara,Rel Fresh,1,1,1
48066,Vadodara,Elite Mart,1,0,0
48067,Vadodara,Elite Mart,1,1,1
48068,Ahmedabad,Coolblue,1,1,1
48069,Ahmedabad,Expert Mart,1,1,1
48070,Surat,Acclaimed Stores,0,0,0
48071,Vadodara,Vijay Stores,0,0,0
48072,Vadodara,Info Stores,1,1,1
48073,Ahmedabad,Elite Mart,1,1,1
48074,Vadodara,Viveks Stores,1,0,0
48075,Vadodara,Lotus Mart,0,1,0
48076,Surat,Vijay Stores,1,0,0
48077,Vadodara,Sorefoz Mart,1,1,1
48078,Surat,Propel Mart,0,1,0
48079,Ahmedabad,Logic Stores,1,1,1
48080,Ahmedabad,Sorefoz Mart,1,0,0
48081,Vadodara,Propel Mart,1,1,1
48082,Vadodara,Propel Mart,1,1,1
48083,Ahmedabad,Chiptec Stores,1,0,0
48084,Ahmedabad,Propel Mart,1,1,1
48085,Surat,Info Stores,1,0,0
48086,Surat,Info Stores,1,0,0
48087,Ahmedabad,Lotus Mart,0,0,0
48088,Vadodara,Propel Mart,1,1,1
48089,Ahmedabad,Chiptec Stores,0,0,0
48090,Surat,Chiptec Stores,1,0,0
48091,Vadodara,Lotus Mart,0,1,0
48092,Ahmedabad,Logic Stores,1,1,1
48093,Vadodara,Coolblue,0,0,0
48094,Surat,Logic Stores,0,1,0
48095,Vadodara,Expression Stores,1,1,1
48096,Ahmedabad,Coolblue,0,1,0
48097,Ahmedabad,Sorefoz Mart,1,0,0
48098,Vadodara,Vijay Stores,1,0,0
48099,Surat,Atlas Stores,1,1,1
48100,Vadodara,Expert Mart,1,0,0
48101,Ahmedabad,Coolblue,1,1,1
48102,Vadodara,Propel Mart,1,1,1
48103,Vadodara,Viveks Stores,1,0,0
48104,Vadodara,Viveks Stores,1,1,1
48105,Vadodara,Viveks Stores,1,1,1
48106,Surat,Atlas Stores,1,0,0
48107,Surat,Atlas Stores,1,0,0
48108,Ahmedabad,Acclaimed Stores,0,1,0
48109,Ahmedabad,Chiptec Stores,1,1,1
48110,Ahmedabad,Atlas Stores,0,1,0
48111,Ahmedabad,Atlas Stores,1,1,1
48112,Surat,Lotus Mart,1,1,1
48113,Ahmedabad,Lotus Mart,0,0,0
48114,Vadodara,Info Stores,1,1,1
48115,Surat,Viveks Stores,1,1,1
48116,Surat,Chiptec Stores,1,1,1
48117,Surat,Expression Stores,1,1,1
48118,Surat,Expression Stores,1,1,1
48119,Surat,Vijay Stores,1,1,1
48120,Vadodara,Acclaimed Stores,0,0,0
48121,Vadodara,Coolblue,0,0,0
48122,Vadodara,Rel Fresh,1,1,1
48123,Ahmedabad,Sorefoz Mart,1,0,0
48124,Vadodara,Lotus Mart,0,1,0
48125,Vadodara,Elite Mart,1,1,1
48126,Vadodara,Elite Mart,1,0,0
48127,Surat,Rel Fresh,1,1,1
48128,Surat,Acclaimed Stores,0,0,0
48129,Vadodara,Expression Stores,1,0,0
48130,Ahmedabad,Expert Mart,1,1,1
48131,Ahmedabad,Propel Mart,1,1,1
48132,Ahmedabad,Propel Mart,0,0,0
48133,Ahmedabad,Coolblue,0,1,0
48134,Vadodara,Acclaimed Stores,1,1,1
48135,Surat,Atlas Stores,1,1,1
48136,Surat,Atlas Stores,1,0,0
48137,Vadodara,Coolblue,0,1,0
48138,Surat,Propel Mart,0,1,0
48139,Surat,Propel Mart,1,0,0
48140,Vadodara,Vijay Stores,1,1,1
48141,Ahmedabad,Rel Fresh,1,1,1
48142,Ahmedabad,Chiptec Stores,1,0,0
48143,Ahmedabad,Chiptec Stores,1,1,1
48144,Vadodara,Acclaimed Stores,0,1,0
48145,Ahmedabad,Elite Mart,1,0,0
48146,Vadodara,Expert Mart,1,1,1
48147,Vadodara,Lotus Mart,0,0,0
48148,Surat,Logic Stores,1,1,1
48149,Vadodara,Coolblue,1,0,0
48150,Surat,Expression Stores,1,0,0
48151,Ahmedabad,Chiptec Stores,1,1,1
48152,Vadodara,Elite Mart,1,0,0
48153,Ahmedabad,Lotus Mart,0,0,0
48154,Surat,Propel Mart,1,0,0
48155,Surat,Viveks Stores,1,1,1
48156,Surat,Viveks Stores,1,0,0
48157,Surat,Logic Stores,0,1,0
48158,Vadodara,Sorefoz Mart,1,1,1
48159,Surat,Expression Stores,1,0,0
48160,Surat,Acclaimed Stores,0,1,0
48161,Vadodara,Viveks Stores,1,1,1
48162,Vadodara,Propel Mart,1,1,1
48163,Surat,Rel Fresh,1,1,1
48164,Ahmedabad,Expert Mart,1,1,1
48165,Ahmedabad,Atlas Stores,0,1,0
48166,Vadodara,Expert Mart,1,1,1
48167,Ahmedabad,Sorefoz Mart,1,1,1
48168,Ahmedabad,Sorefoz Mart,1,1,1
48169,Ahmedabad,Rel Fresh,1,0,0
48170,Ahmedabad,Coolblue,0,0,0
48171,Surat,Info Stores,1,0,0
48172,Surat,Lotus Mart,0,1,0
48173,Ahmedabad,Acclaimed Stores,1,1,1
48174,Ahmedabad,Propel Mart,1,0,0
48175,Ahmedabad,Chiptec Stores,1,0,0
48176,Ahmedabad,Vijay Stores,1,1,1
48177,Ahmedabad,Elite Mart,1,1,1
48178,Ahmedabad,Logic Stores,0,1,0
48179,Ahmedabad,Logic Stores,1,1,1
48180,Ahmedabad,Logic Stores,1,1,1
48181,Vadodara,Propel Mart,1,1,1
48182,Vadodara,Lotus Mart,0,1,0
48183,Vadodara,Lotus Mart,0,1,0
48184,Surat,Viveks Stores,1,0,0
48185,Vadodara,Elite Mart,1,0,0
48186,Ahmedabad,Sorefoz Mart,0,0,0
48187,Vadodara,Rel Fresh,1,1,1
48188,Vadodara,Acclaimed Stores,0,1,0
48189,Vadodara,Acclaimed Stores,1,1,1
48190,Vadodara,Viveks Stores,1,1,1
48191,Surat,Viveks Stores,1,1,1
48192,Vadodara,Acclaimed Stores,1,0,0
48193,Ahmedabad,Lotus Mart,0,0,0
48194,Surat,Propel Mart,1,1,1
48195,Ahmedabad,Coolblue,0,1,0
48196,Ahmedabad,Expert Mart,0,1,0
48197,Vadodara,Elite Mart,1,1,1
48198,Vadodara,Vijay Stores,1,0,0
48199,Ahmedabad,Vijay Stores,1,1,1
48200,Ahmedabad,Lotus Mart,1,0,0
48201,Ahmedabad,Rel Fresh,1,1,1
48202,Vadodara,Expert Mart,1,1,1
48203,Surat,Expression Stores,1,1,1
48204,Vadodara,Viveks Stores,1,1,1
48205,Surat,Expression Stores,1,1,1
48206,Surat,Expression Stores,1,1,1
48207,Ahmedabad,Sorefoz Mart,1,1,1
48208,Surat,Propel Mart,1,1,1
48209,Surat,Propel Mart,1,1,1
48210,Surat,Propel Mart,1,1,1
48211,Ahmedabad,Acclaimed Stores,0,1,0
48212,Vadodara,Sorefoz Mart,1,0,0
48213,Surat,Lotus Mart,1,1,1
48214,Surat,Info Stores,0,1,0
48215,Surat,Chiptec Stores,1,0,0
48216,Surat,Acclaimed Stores,1,0,0
48217,Ahmedabad,Coolblue,0,1,0
48218,Ahmedabad,Coolblue,0,1,0
48219,Vadodara,Expert Mart,0,1,0
48220,Surat,Atlas Stores,1,1,1
48221,Ahmedabad,Lotus Mart,1,0,0
48222,Ahmedabad,Lotus Mart,1,0,0
48223,Vadodara,Coolblue,0,1,0
48224,Surat,Viveks Stores,1,1,1
48225,Ahmedabad,Acclaimed Stores,0,1,0
48226,Surat,Atlas Stores,1,1,1
48227,Surat,Viveks Stores,1,1,1
48228,Vadodara,Info Stores,1,0,0
48229,Ahmedabad,Elite Mart,0,1,0
48230,Ahmedabad,Logic Stores,1,0,0
48231,Vadodara,Elite Mart,1,0,0
48232,Surat,Chiptec Stores,1,1,1
48233,Surat,Chiptec Stores,0,1,0
48234,Surat,Logic Stores,1,1,1
48235,Ahmedabad,Sorefoz Mart,0,0,0
48236,Ahmedabad,Lotus Mart,0,0,0
48237,Ahmedabad,Lotus Mart,0,0,0
48238,Ahmedabad,Rel Fresh,1,1,1
48239,Ahmedabad,Rel Fresh,1,1,1
48240,Vadodara,Propel Mart,1,1,1
48241,Ahmedabad,Vijay Stores,1,1,1
48242,Surat,Expression Stores,1,0,0
48243,Vadodara,Expert Mart,1,1,1
48244,Surat,Acclaimed Stores,0,0,0
48245,Vadodara,Lotus Mart,0,1,0
48246,Vadodara,Info Stores,1,1,1
48247,Ahmedabad,Propel Mart,1,1,1
48248,Ahmedabad,Expert Mart,1,1,1
48249,Vadodara,Expert Mart,1,1,1
48250,Vadodara,Rel Fresh,0,1,0
48251,Vadodara,Acclaimed Stores,0,1,0
48252,Vadodara,Coolblue,0,0,0
48253,Surat,Propel Mart,0,1,0
48254,Surat,Info Stores,1,1,1
48255,Surat,Logic Stores,1,0,0
48256,Surat,Logic Stores,0,1,0
48257,Ahmedabad,Lotus Mart,0,0,0
48258,Surat,Atlas Stores,1,0,0
48259,Vadodara,Propel Mart,1,1,1
48260,Surat,Acclaimed Stores,0,1,0
48261,Surat,Viveks Stores,1,1,1
48262,Vadodara,Info Stores,1,0,0
48263,Vadodara,Propel Mart,1,1,1
48264,Vadodara,Acclaimed Stores,0,1,0
48265,Vadodara,Expert Mart,1,1,1
48266,Vadodara,Lotus Mart,1,1,1
48267,Ahmedabad,Lotus Mart,0,0,0
48268,Vadodara,Expression Stores,0,1,0
48269,Surat,Expression Stores,1,1,1
48270,Surat,Expression Stores,1,1,1
48271,Ahmedabad,Sorefoz Mart,1,0,0
48272,Vadodara,Rel Fresh,1,1,1
48273,Surat,Rel Fresh,1,1,1
48274,Vadodara,Coolblue,0,0,0
48275,Ahmedabad,Vijay Stores,1,0,0
48276,Ahmedabad,Vijay Stores,1,1,1
48277,Surat,Viveks Stores,1,0,0
48278,Surat,Viveks Stores,1,1,1
48279,Ahmedabad,Sorefoz Mart,1,0,0
48280,Vadodara,Coolblue,1,1,1
48281,Ahmedabad,Elite Mart,1,0,0
48282,Ahmedabad,Atlas Stores,1,1,1
48283,Surat,Lotus Mart,0,1,0
48284,Vadodara,Elite Mart,1,0,0
48285,Vadodara,Elite Mart,1,0,0
48286,Vadodara,Propel Mart,1,1,1
48287,Surat,Expression Stores,1,0,0
48288,Vadodara,Sorefoz Mart,1,1,1
48289,Vadodara,Sorefoz Mart,1,1,1
48290,Vadodara,Vijay Stores,1,1,1
48291,Surat,Vijay Stores,1,1,1
48292,Surat,Atlas Stores,1,1,1
48293,Surat,Atlas Stores,1,0,0
48294,Surat,Acclaimed Stores,1,1,1
48295,Ahmedabad,Rel Fresh,1,1,1
48296,Ahmedabad,Chiptec Stores,1,1,1
48297,Vadodara,Info Stores,1,1,1
48298,Surat,Rel Fresh,0,0,0
48299,Surat,Logic Stores,0,1,0
48300,Surat,Logic Stores,1,1,1
48301,Ahmedabad,Lotus Mart,1,0,0
48302,Vadodara,Coolblue,0,0,0
48303,Surat,Acclaimed Stores,0,0,0
48304,Surat,Acclaimed Stores,1,1,1
48305,Ahmedabad,Coolblue,0,1,0
48306,Surat,Atlas Stores,1,0,0
48307,Surat,Info Stores,0,1,0
48308,Vadodara,Vijay Stores,1,0,0
48309,Vadodara,Info Stores,1,1,1
48310,Vadodara,Lotus Mart,0,1,0
48311,Surat,Vijay Stores,0,1,0
48312,Surat,Vijay Stores,0,1,0
48313,Surat,Propel Mart,1,1,1
48314,Vadodara,Rel Fresh,1,1,1
48315,Surat,Atlas Stores,1,1,1
48316,Vadodara,Sorefoz Mart,1,1,1
48317,Vadodara,Sorefoz Mart,1,1,1
48318,Vadodara,Acclaimed Stores,0,1,0
48319,Vadodara,Propel Mart,1,1,1
48320,Ahmedabad,Coolblue,1,1,1
48321,Vadodara,Coolblue,1,1,1
48322,Surat,Chiptec Stores,0,1,0
48323,Ahmedabad,Logic Stores,1,1,1
48324,Ahmedabad,Logic Stores,0,1,0
48325,Surat,Lotus Mart,0,1,0
48326,Surat,Atlas Stores,0,1,0
48327,Surat,Atlas Stores,1,1,1
48328,Vadodara,Vijay Stores,0,0,0
48329,Vadodara,Vijay Stores,1,0,0
48330,Vadodara,Expression Stores,1,1,1
48331,Vadodara,Sorefoz Mart,1,1,1
48332,Vadodara,Viveks Stores,1,0,0
48333,Surat,Expression Stores,0,1,0
48334,Ahmedabad,Logic Stores,1,0,0
48335,Surat,Lotus Mart,1,1,1
48336,Vadodara,Coolblue,0,0,0
48337,Ahmedabad,Chiptec Stores,1,1,1
48338,Ahmedabad,Coolblue,0,1,0
48339,Vadodara,Rel Fresh,1,1,1
48340,Vadodara,Rel Fresh,1,1,1
48341,Surat,Viveks Stores,1,1,1
48342,Surat,Info Stores,1,0,0
48343,Ahmedabad,Propel Mart,1,0,0
48344,Ahmedabad,Propel Mart,1,1,1
48345,Vadodara,Viveks Stores,1,1,1
48346,Vadodara,Viveks Stores,1,1,1
48347,Ahmedabad,Atlas Stores,1,1,1
48348,Ahmedabad,Rel Fresh,1,1,1
48349,Ahmedabad,Expert Mart,1,1,1
48350,Ahmedabad,Sorefoz Mart,1,0,0
48351,Surat,Acclaimed Stores,0,0,0
48352,Vadodara,Expert Mart,1,1,1
48353,Surat,Atlas Stores,1,1,1
48354,Surat,Atlas Stores,0,1,0
48355,Ahmedabad,Logic Stores,1,1,1
48356,Vadodara,Expression Stores,0,0,0
48357,Ahmedabad,Logic Stores,1,1,1
48358,Vadodara,Propel Mart,0,0,0
48359,Ahmedabad,Propel Mart,1,1,1
48360,Ahmedabad,Propel Mart,1,0,0
48361,Ahmedabad,Acclaimed Stores,1,1,1
48362,Surat,Acclaimed Stores,1,0,0
48363,Surat,Acclaimed Stores,0,1,0
48364,Vadodara,Acclaimed Stores,0,1,0
48365,Vadodara,Lotus Mart,0,0,0
48366,Surat,Expression Stores,1,1,1
48367,Surat,Rel Fresh,0,1,0
48368,Ahmedabad,Vijay Stores,1,1,1
48369,Vadodara,Info Stores,0,1,0
48370,Vadodara,Rel Fresh,1,1,1
48371,Vadodara,Coolblue,0,0,0
48372,Vadodara,Expert Mart,1,1,1
48373,Vadodara,Elite Mart,1,0,0
48374,Ahmedabad,Rel Fresh,1,1,1
48375,Vadodara,Viveks Stores,1,1,1
48376,Vadodara,Sorefoz Mart,1,1,1
48377,Surat,Propel Mart,1,0,0
48378,Surat,Propel Mart,1,1,1
48379,Ahmedabad,Sorefoz Mart,1,1,1
48380,Vadodara,Propel Mart,1,1,1
48381,Ahmedabad,Chiptec Stores,1,0,0
48382,Ahmedabad,Propel Mart,1,1,1
48383,Ahmedabad,Acclaimed Stores,0,1,0
48384,Ahmedabad,Lotus Mart,0,0,0
48385,Vadodara,Rel Fresh,1,1,1
48386,Surat,Viveks Stores,1,0,0
48387,Surat,Rel Fresh,1,1,1
48388,Surat,Rel Fresh,1,0,0
48389,Vadodara,Info Stores,1,0,0
48390,Ahmedabad,Elite Mart,0,0,0
48391,Ahmedabad,Elite Mart,1,0,0
48392,Ahmedabad,Elite Mart,0,1,0
48393,Vadodara,Viveks Stores,1,1,1
48394,Surat,Vijay Stores,1,1,1
48395,Ahmedabad,Rel Fresh,1,1,1
48396,Surat,Logic Stores,1,1,1
48397,Vadodara,Expression Stores,1,1,1
48398,Vadodara,Expression Stores,1,1,1
48399,Ahmedabad,Acclaimed Stores,0,1,0
48400,Ahmedabad,Acclaimed Stores,1,1,1
48401,Surat,Expression Stores,1,1,1
48402,Surat,Info Stores,1,0,0
48403,Surat,Info Stores,1,1,1
48404,Vadodara,Acclaimed Stores,1,1,1
48405,Surat,Propel Mart,1,1,1
48406,Vadodara,Expert Mart,1,0,0
48407,Vadodara,Expert Mart,1,1,1
48408,Surat,Logic Stores,1,1,1
48409,Ahmedabad,Acclaimed Stores,0,1,0
48410,Ahmedabad,Chiptec Stores,1,1,1
48411,Ahmedabad,Atlas Stores,1,1,1
48412,Surat,Propel Mart,0,0,0
48413,Vadodara,Info Stores,1,0,0
48414,Vadodara,Elite Mart,1,1,1
48415,Surat,Rel Fresh,1,1,1
48416,Surat,Chiptec Stores,1,0,0
48417,Surat,Chiptec Stores,1,1,1
48418,Surat,Acclaimed Stores,1,0,0
48419,Ahmedabad,Propel Mart,1,0,0
48420,Ahmedabad,Propel Mart,1,1,1
48421,Ahmedabad,Expert Mart,1,1,1
48422,Vadodara,Expression Stores,1,0,0
48423,Vadodara,Expression Stores,1,1,1
48424,Vadodara,Rel Fresh,1,0,0
48425,Vadodara,Lotus Mart,0,0,0
48426,Ahmedabad,Lotus Mart,0,0,0
48427,Vadodara,Elite Mart,1,0,0
48428,Vadodara,Sorefoz Mart,1,1,1
48429,Vadodara,Sorefoz Mart,1,1,1
48430,Surat,Rel Fresh,1,0,0
48431,Ahmedabad,Expert Mart,1,1,1
48432,Ahmedabad,Coolblue,0,1,0
48433,Ahmedabad,Coolblue,0,1,0
48434,Surat,Logic Stores,0,1,0
48435,Surat,Logic Stores,0,1,0
48436,Vadodara,Acclaimed Stores,1,1,1
48437,Surat,Expression Stores,0,1,0
48438,Vadodara,Vijay Stores,1,1,1
48439,Ahmedabad,Vijay Stores,1,0,0
48440,Ahmedabad,Vijay Stores,1,1,1
48441,Ahmedabad,Logic Stores,1,1,1
48442,Ahmedabad,Chiptec Stores,0,1,0
48443,Surat,Info Stores,1,1,1
48444,Ahmedabad,Rel Fresh,1,1,1
48445,Ahmedabad,Sorefoz Mart,1,0,0
48446,Ahmedabad,Acclaimed Stores,0,0,0
48447,Vadodara,Vijay Stores,1,0,0
48448,Surat,Rel Fresh,1,1,1
48449,Surat,Rel Fresh,1,0,0
48450,Vadodara,Expert Mart,1,1,1
48451,Vadodara,Expression Stores,0,0,0
48452,Surat,Vijay Stores,0,0,0
48453,Surat,Atlas Stores,1,1,1
48454,Surat,Atlas Stores,0,1,0
48455,Vadodara,Info Stores,1,1,1
48456,Surat,Expression Stores,0,1,0
48457,Ahmedabad,Chiptec Stores,0,1,0
48458,Ahmedabad,Lotus Mart,0,1,0
48459,Surat,Propel Mart,1,0,0
48460,Ahmedabad,Vijay Stores,1,1,1
48461,Surat,Atlas Stores,1,1,1
48462,Vadodara,Vijay Stores,1,0,0
48463,Surat,Propel Mart,1,1,1
48464,Surat,Logic Stores,1,1,1
48465,Ahmedabad,Logic Stores,1,1,1
48466,Ahmedabad,Logic Stores,1,1,1
48467,Vadodara,Rel Fresh,1,1,1
48468,Ahmedabad,Elite Mart,1,1,1
48469,Ahmedabad,Acclaimed Stores,0,1,0
48470,Ahmedabad,Acclaimed Stores,0,1,0
48471,Vadodara,Elite Mart,1,0,0
48472,Vadodara,Acclaimed Stores,0,1,0
48473,Vadodara,Coolblue,0,0,0
48474,Ahmedabad,Expert Mart,1,1,1
48475,Ahmedabad,Expert Mart,0,1,0
48476,Vadodara,Expert Mart,1,1,1
48477,Ahmedabad,Vijay Stores,0,1,0
48478,Ahmedabad,Rel Fresh,0,1,0
48479,Vadodara,Info Stores,1,1,1
48480,Vadodara,Coolblue,0,1,0
48481,Surat,Expression Stores,1,1,1
48482,Ahmedabad,Acclaimed Stores,0,1,0
48483,Surat,Propel Mart,1,0,0
48484,Surat,Propel Mart,1,1,1
48485,Ahmedabad,Chiptec Stores,1,1,1
48486,Ahmedabad,Vijay Stores,1,0,0
48487,Ahmedabad,Logic Stores,1,0,0
48488,Vadodara,Propel Mart,1,1,1
48489,Vadodara,Propel Mart,1,1,1
48490,Vadodara,Vijay Stores,1,1,1
48491,Vadodara,Viveks Stores,1,1,1
48492,Vadodara,Elite Mart,1,0,0
48493,Ahmedabad,Sorefoz Mart,1,1,1
48494,Ahmedabad,Sorefoz Mart,1,0,0
48495,Surat,Rel Fresh,1,0,0
48496,Surat,Rel Fresh,1,1,1
48497,Vadodara,Sorefoz Mart,1,1,1
48498,Surat,Viveks Stores,1,1,1
48499,Ahmedabad,Elite Mart,0,1,0
48500,Ahmedabad,Sorefoz Mart,1,1,1
48501,Vadodara,Rel Fresh,1,0,0
48502,Surat,Propel Mart,1,1,1
48503,Surat,Rel Fresh,1,1,1
48504,Surat,Lotus Mart,0,1,0
48505,Ahmedabad,Expert Mart,1,1,1
48506,Surat,Chiptec Stores,1,0,0
48507,Ahmedabad,Atlas Stores,0,1,0
48508,Vadodara,Expression Stores,1,1,1
48509,Ahmedabad,Acclaimed Stores,1,1,1
48510,Ahmedabad,Lotus Mart,0,0,0
48511,Surat,Logic Stores,1,1,1
48512,Surat,Expression Stores,0,1,0
48513,Surat,Expression Stores,1,1,1
48514,Vadodara,Viveks Stores,1,1,1
48515,Vadodara,Expression Stores,0,1,0
48516,Ahmedabad,Rel Fresh,1,0,0
48517,Ahmedabad,Rel Fresh,1,0,0
48518,Surat,Logic Stores,1,1,1
48519,Surat,Lotus Mart,0,1,0
48520,Ahmedabad,Chiptec Stores,1,1,1
48521,Vadodara,Elite Mart,1,0,0
48522,Surat,Info Stores,1,0,0
48523,Surat,Info Stores,1,1,1
48524,Surat,Acclaimed Stores,0,0,0
48525,Vadodara,Info Stores,1,1,1
